# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:52:25
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-722.21938776	0.12357888
-722.18639456	0.13438213
-722.15340136	0.14597038
-722.12040816	0.15824770
-722.08741497	0.17138442
-722.05442177	0.18524545
-722.02142857	0.19991117
-721.98843537	0.21537067
-721.95544218	0.23142619
-721.92244898	0.24807249
-721.88945578	0.26501944
-721.85646259	0.28180654
-721.82346939	0.29847287
-721.79047619	0.31436912
-721.75748299	0.32904791
-721.72448980	0.34211128
-721.69149660	0.35283809
-721.65850340	0.36075442
-721.62551020	0.36526412
-721.59251701	0.36580070
-721.55952381	0.36187265
-721.52653061	0.35299334
-721.49353741	0.33876393
-721.46054422	0.31889396
-721.42755102	0.29309639
-721.39455782	0.26121337
-721.36156463	0.22311402
-721.32857143	0.17865861
-721.29557823	0.12789239
-721.26258503	0.07050548
-721.22959184	0.00665833
-721.19659864	-0.06372742
-721.16360544	-0.14056369
-721.13061224	-0.22373232
-721.09761905	-0.31279134
-721.06462585	-0.40720433
-721.03163265	-0.50610851
-720.99863946	-0.60825976
-720.96564626	-0.71190932
-720.93265306	-0.81487390
-720.89965986	-0.91476108
-720.86666667	-1.00879103
-720.83367347	-1.09387681
-720.80068027	-1.16708620
-720.76768707	-1.22555949
-720.73469388	-1.26667855
-720.70170068	-1.28833400
-720.66870748	-1.28886354
-720.63571429	-1.26755579
-720.60272109	-1.22405375
-720.56972789	-1.15918323
-720.53673469	-1.07397234
-720.50374150	-0.97034295
-720.47074830	-0.85071449
-720.43775510	-0.71791870
-720.40476190	-0.57528873
-720.37176871	-0.42628743
-720.33877551	-0.27422200
-720.30578231	-0.12276239
-720.27278912	0.02466930
-720.23979592	0.16518070
-720.20680272	0.29592357
-720.17380952	0.41473500
-720.14081633	0.51952847
-720.10782313	0.60912353
-720.07482993	0.68261865
-720.04183673	0.73981842
-720.00884354	0.78091398
-719.97585034	0.80650825
-719.94285714	0.81783472
-719.90986395	0.81609038
-719.87687075	0.80301839
-719.84387755	0.78010832
-719.81088435	0.74906412
-719.77789116	0.71153188
-719.74489796	0.66912712
-719.71190476	0.62321594
-719.67891156	0.57499214
-719.64591837	0.52564590
-719.61292517	0.47621683
-719.57993197	0.42737092
-719.54693878	0.37993517
-719.51394558	0.33453154
-719.48095238	0.29166643
-719.44795918	0.25204928
-719.41496599	0.21587857
-719.38197279	0.18389304
-719.34897959	0.15639042
-719.31598639	0.13378754
-719.28299320	0.11615901
-719.25000000	0.10364993
-719.21700680	0.09602208
-719.18401361	0.09285220
-719.15102041	0.09354764
-719.11802721	0.09744611
-719.08503401	0.10334862
-719.05204082	0.11047232
-719.01904762	0.11753261
-718.98605442	0.12345454
-718.95306122	0.12741641
-718.92006803	0.12839362
-718.88707483	0.12583876
-718.85408163	0.11933471
-718.82108844	0.10881065
-718.78809524	0.09443509
-718.75510204	0.07644973
-718.72210884	0.05573820
-718.68911565	0.03288811
-718.65612245	0.00870441
-718.62312925	-0.01600312
-718.59013605	-0.04031838
-718.55714286	-0.06377790
-718.52414966	-0.08548266
-718.49115646	-0.10492403
-718.45816327	-0.12176671
-718.42517007	-0.13542883
-718.39217687	-0.14593335
-718.35918367	-0.15312613
-718.32619048	-0.15706429
-718.29319728	-0.15803956
-718.26020408	-0.15621229
-718.22721088	-0.15209819
-718.19421769	-0.14608694
-718.16122449	-0.13841163
-718.12823129	-0.12983982
-718.09523810	-0.12051798
-718.06224490	-0.11099792
-718.02925170	-0.10154576
-717.99625850	-0.09256541
-717.96326531	-0.08409977
-717.93027211	-0.07654890
-717.89727891	-0.06985312
-717.86428571	-0.06420511
-717.83129252	-0.05937411
-717.79829932	-0.05534005
-717.76530612	-0.05221413
-717.73231293	-0.04950942
-717.69931973	-0.04720820
-717.66632653	-0.04503399
-717.63333333	-0.04269814
-717.60034014	-0.03975839
-717.56734694	-0.03617094
-717.53435374	-0.03136717
