# Frequency(Hz) Real(n) Imag(n)
1.795503935004736572e+12 1.992192724079814958e+00 -9.910956358030156149e-03
1.797083094138426025e+12 1.992199396007803047e+00 -9.854765056317721025e-03
1.798662253272115234e+12 1.992219586287297561e+00 -9.806660062040966144e-03
1.800241412405804443e+12 1.992250999747536166e+00 -9.768999893814288640e-03
1.801820571539493896e+12 1.992291219520316181e+00 -9.743760387636883277e-03
1.803399730673183105e+12 1.992337627392666066e+00 -9.732679774688406463e-03
1.804978889806872314e+12 1.992387224716078542e+00 -9.737295253971704756e-03
1.806558048940561768e+12 1.992436408432677108e+00 -9.758815452957113334e-03
1.808137208074250977e+12 1.992480796689245048e+00 -9.797783740804344096e-03
1.809716367207940430e+12 1.992515251692085876e+00 -9.853535385248369735e-03
1.811295526341629639e+12 1.992534274605968658e+00 -9.923562705990422728e-03
1.812874685475318848e+12 1.992532874260261266e+00 -1.000305726481042108e-02
1.814453844609008301e+12 1.992507788972571969e+00 -1.008498822734526373e-02
1.816033003742697510e+12 1.992458653849783934e+00 -1.016095161046183352e-02
1.817612162876386719e+12 1.992388581265632785e+00 -1.022267006995893936e-02
1.819191322010076172e+12 1.992303820456595709e+00 -1.026365630557770671e-02
1.820770481143765381e+12 1.992212574877219700e+00 -1.028044620408972119e-02
1.822349640277454834e+12 1.992123406217438442e+00 -1.027301640524377890e-02
1.823928799411144043e+12 1.992043758551168775e+00 -1.024435751413060869e-02
1.825507958544833252e+12 1.991979000758735241e+00 -1.019947522876486073e-02
1.827087117678522705e+12 1.991932126481582577e+00 -1.014422220798637947e-02
1.828666276812211914e+12 1.991904004353405089e+00 -1.008431230272437487e-02
1.830245435945901367e+12 1.991893934426288704e+00 -1.002470459018336806e-02
1.831824595079590576e+12 1.991900262103052155e+00 -9.969369591716152265e-03
1.833403754213279785e+12 1.991920881818238120e+00 -9.921339154489651480e-03
1.834982913346969238e+12 1.991953560386903632e+00 -9.882910574901263706e-03
1.836562072480658447e+12 1.991996079176729273e+00 -9.855896527634621165e-03
1.838141231614347656e+12 1.992046225561312056e+00 -9.841848184140522537e-03
1.839720390748037109e+12 1.992101669974456035e+00 -9.842205744653808805e-03
1.841299549881726318e+12 1.992159763339438783e+00 -9.858341022970430745e-03
1.842878709015415771e+12 1.992217296247291936e+00 -9.891454874468087397e-03
1.844457868149104980e+12 1.992270286613754715e+00 -9.942291231261826331e-03
1.846037027282794189e+12 1.992313907308504550e+00 -1.001065182454967742e-02
1.847616186416483643e+12 1.992342707518055311e+00 -1.009476828817466518e-02
1.849195345550172852e+12 1.992351266060716997e+00 -1.019071741117819237e-02
1.850774504683862305e+12 1.992335276573048874e+00 -1.029219268971411777e-02
1.852353663817551514e+12 1.992292810981156181e+00 -1.039094227521922612e-02
1.853932822951240723e+12 1.992225287906790543e+00 -1.047795542739838291e-02
1.855511982084930176e+12 1.992137687904389054e+00 -1.054511519478727732e-02
1.857091141218619385e+12 1.992037847852627275e+00 -1.058677848078776358e-02
1.858670300352308594e+12 1.991935049177623096e+00 -1.060076683516967579e-02
1.860249459485998047e+12 1.991838364215045676e+00 -1.058850811277081867e-02
1.861828618619687256e+12 1.991755249220535040e+00 -1.055439277325933602e-02
1.863407777753376709e+12 1.991690711056721463e+00 -1.050465108550450999e-02
1.864986936887065918e+12 1.991647127874108358e+00 -1.044614328136650970e-02
1.866566096020755127e+12 1.991624583778517588e+00 -1.038538220762919018e-02
1.868145255154444580e+12 1.991621465362493959e+00 -1.032794126947413418e-02
1.869724414288133789e+12 1.991635079945821118e+00 -1.027823313726419774e-02
1.871303573421822998e+12 1.991662144319211958e+00 -1.023954434130686444e-02
1.872882732555512451e+12 1.991699092932284643e+00 -1.021418895973482711e-02
1.874461891689201660e+12 1.991742224371706893e+00 -1.020367201993339738e-02
1.876041050822891113e+12 1.991787737930922120e+00 -1.020879453792717176e-02
1.877620209956580322e+12 1.991831721459937476e+00 -1.022966692101952117e-02
1.879199369090269531e+12 1.991870153265494325e+00 -1.026562286320592890e-02
1.880778528223958984e+12 1.991898982608971469e+00 -1.031504971877647732e-02
1.882357687357648193e+12 1.991914351691694840e+00 -1.037518384472603354e-02
1.883936846491337646e+12 1.991913001844119124e+00 -1.044196352129845608e-02
1.885516005625026855e+12 1.991892849078884309e+00 -1.051007258321172769e-02
1.887095164758716064e+12 1.991853616615911093e+00 -1.057330769531258409e-02
1.888674323892405518e+12 1.991797311521332547e+00 -1.062532214447717109e-02
1.890253483026094727e+12 1.991728302031780640e+00 -1.066064182567870097e-02
1.891832642159783936e+12 1.991652847880740929e+00 -1.067568660666170718e-02
1.893411801293473389e+12 1.991578136208780769e+00 -1.066946624631781755e-02
1.894990960427162598e+12 1.991511080120123012e+00 -1.064370962015244622e-02
1.896570119560852051e+12 1.991457235781246116e+00 -1.060239152825845702e-02
1.898149278694541260e+12 1.991420137900639764e+00 -1.055084077957735983e-02
1.899728437828230469e+12 1.991401175277528024e+00 -1.049474208930154841e-02
1.901307596961919922e+12 1.991399920472371576e+00 -1.043932914857587275e-02
1.902886756095609131e+12 1.991414692126148411e+00 -1.038893215261134893e-02
1.904465915229298340e+12 1.991443115084638338e+00 -1.034687645213237805e-02
1.906045074362987793e+12 1.991482524884850891e+00 -1.031561587956394098e-02
1.907624233496677002e+12 1.991530169457240707e+00 -1.029695553785697597e-02
1.909203392630366455e+12 1.991583237409573881e+00 -1.029224946150478215e-02
1.910782551764055664e+12 1.991638775354797497e+00 -1.030250654603438731e-02
1.912361710897744873e+12 1.991693561063215823e+00 -1.032837650704123388e-02
1.913940870031434326e+12 1.991743994803433226e+00 -1.037001086684421688e-02
1.915520029165123535e+12 1.991786070509993900e+00 -1.042681001357502468e-02
1.917099188298812988e+12 1.991815492761408901e+00 -1.049708878986117637e-02
1.918678347432502197e+12 1.991828004803716023e+00 -1.057773026540288937e-02
1.920257506566191406e+12 1.991819966371190187e+00 -1.066395003728643279e-02
1.921836665699880859e+12 1.991789145847250975e+00 -1.074933937517893491e-02
1.923415824833570068e+12 1.991735569568022557e+00 -1.082634805641040712e-02
1.924994983967259277e+12 1.991662150306957813e+00 -1.088726113008433791e-02
1.926574143100948730e+12 1.991574785985637419e+00 -1.092552551650240525e-02
1.928153302234637939e+12 1.991481743616217104e+00 -1.093708174249976781e-02
1.929732461368327393e+12 1.991392392975459780e+00 -1.092127692711032487e-02
1.931311620502016602e+12 1.991315610193138186e+00 -1.088104053465930102e-02
1.932890779635705811e+12 1.991258306996413818e+00 -1.082225138481800013e-02
1.934469938769395264e+12 1.991224497918658631e+00 -1.075250249005990644e-02
1.936049097903084473e+12 1.991215116622954140e+00 -1.067966459712871470e-02
1.937628257036773926e+12 1.991228517315965840e+00 -1.061067964870843205e-02
1.939207416170463135e+12 1.991261371126559210e+00 -1.055086924135301141e-02
1.940786575304152344e+12 1.991309595999439130e+00 -1.050380142252126635e-02
1.942365734437841797e+12 1.991369053530386513e+00 -1.047155687209295853e-02
1.943944893571531006e+12 1.991435916833934616e+00 -1.045516163753781175e-02
1.945524052705220215e+12 1.991506752274148528e+00 -1.045499579002747044e-02
1.947103211838909668e+12 1.991578418568178188e+00 -1.047107438728301851e-02
1.948682370972598877e+12 1.991647886490105490e+00 -1.050316987634520964e-02
1.950261530106288330e+12 1.991712058668120067e+00 -1.055078463215869920e-02
1.951840689239977539e+12 1.991767648254322731e+00 -1.061299756011034601e-02
1.953419848373666748e+12 1.991811166327551286e+00 -1.068821668639310246e-02
1.954999007507356201e+12 1.991839066125518976e+00 -1.077388494830128045e-02
1.956578166641045410e+12 1.991848083789521828e+00 -1.086621590398506240e-02
1.958157325774734619e+12 1.991835781746734479e+00 -1.096007362742425217e-02
1.959736484908424072e+12 1.991801229781710036e+00 -1.104913227737295590e-02
1.961315644042113281e+12 1.991745662309881704e+00 -1.112641897543042817e-02
1.962894803175802734e+12 1.991672875880679872e+00 -1.118523580214256588e-02
1.964473962309491943e+12 1.991589141614879210e+00 -1.122029766846438514e-02
1.966053121443181152e+12 1.991502532118077706e+00 -1.122878844897308263e-02
1.967632280576870605e+12 1.991421760977641675e+00 -1.121100905982694469e-02
1.969211439710559814e+12 1.991354815577524917e+00 -1.117039608121587514e-02
1.970790598844249268e+12 1.991307748334242289e+00 -1.111288742699015515e-02
1.972369757977938477e+12 1.991283942183105227e+00 -1.104582294879829368e-02
1.973948917111627686e+12 1.991284000638768870e+00 -1.097671007961153675e-02
1.975528076245317139e+12 1.991306195464910278e+00 -1.091219781821951493e-02
1.977107235379006348e+12 1.991347231776233739e+00 -1.085747986819035615e-02
1.978686394512695557e+12 1.991403040398534996e+00 -1.081615580301827258e-02
1.980265553646385010e+12 1.991469384942472276e+00 -1.079042163433457588e-02
1.981844712780074219e+12 1.991542205543746169e+00 -1.078140367203308560e-02
1.983423871913763672e+12 1.991617731218409348e+00 -1.078948169888345812e-02
1.985003031047452881e+12 1.991692443019515091e+00 -1.081451558553457419e-02
1.986582190181142090e+12 1.991762972483176464e+00 -1.085594838019554240e-02
1.988161349314831543e+12 1.991826002236047666e+00 -1.091279306298764511e-02
1.989740508448520752e+12 1.991878218608280848e+00 -1.098352548816452709e-02
1.991319667582209961e+12 1.991916356470819327e+00 -1.106591542688372710e-02
1.992898826715899414e+12 1.991937370114564843e+00 -1.115684160038735336e-02
1.994477985849588623e+12 1.991938749934352382e+00 -1.125215830656467984e-02
1.996057144983278076e+12 1.991918971156359408e+00 -1.134670278033048270e-02
1.997636304116967285e+12 1.991878004614417774e+00 -1.143453448382592691e-02
1.999215463250656494e+12 1.991817756373185144e+00 -1.150945830940986424e-02
2.000794622384345947e+12 1.991742267708671799e+00 -1.156579779949128660e-02
2.002373781518035156e+12 1.991657534509472471e+00 -1.159927813666684210e-02
2.003952940651724609e+12 1.991570902157773215e+00 -1.160780183959359696e-02
2.005532099785413818e+12 1.991490125427047619e+00 -1.159189613622999340e-02
2.007111258919103027e+12 1.991422298478968234e+00 -1.155468928032452394e-02
2.008690418052792480e+12 1.991372911262166978e+00 -1.150140675725143044e-02
2.010269577186481689e+12 1.991345254621504912e+00 -1.143852006404045933e-02
2.011848736320170898e+12 1.991340286045828911e+00 -1.137277909130702570e-02
2.013427895453860352e+12 1.991356920507573625e+00 -1.131037397971453376e-02
2.015007054587549561e+12 1.991392587646338530e+00 -1.125639640036996993e-02
2.016586213721239014e+12 1.991443850679657457e+00 -1.121464268369003377e-02
2.018165372854928223e+12 1.991506922269325575e+00 -1.118768759132992945e-02
2.019744531988617432e+12 1.991577998289914886e+00 -1.117710424162431798e-02
2.021323691122306885e+12 1.991653409677556219e+00 -1.118371370345002877e-02
2.022902850255996094e+12 1.991729636872930032e+00 -1.120778673977449250e-02
2.024482009389685547e+12 1.991803242878795954e+00 -1.124915928700458145e-02
2.026061168523374756e+12 1.991870776425739065e+00 -1.130724837660807003e-02
2.027640327657063965e+12 1.991928691585846956e+00 -1.138096799517650248e-02
2.029219486790753418e+12 1.991973331300530559e+00 -1.146855435981640817e-02
2.030798645924442627e+12 1.992001027118433187e+00 -1.156732770149657835e-02
2.032377805058131836e+12 1.992008364990057068e+00 -1.167344862636970210e-02
2.033956964191821289e+12 1.991992641571353584e+00 -1.178176634660873037e-02
2.035536123325510498e+12 1.991952476497169444e+00 -1.188588333394031277e-02
2.037115282459199951e+12 1.991888462233304846e+00 -1.197854647464461665e-02
2.038694441592889160e+12 1.991803659528706971e+00 -1.205239919721729121e-02
2.040273600726578369e+12 1.991703729909570564e+00 -1.210100587494146972e-02
2.041852759860267822e+12 1.991596563854777013e+00 -1.211993720056309468e-02
2.043431918993957031e+12 1.991491399992858069e+00 -1.210763966926226877e-02
2.045011078127646240e+12 1.991397589158374837e+00 -1.206583751421542484e-02
2.046590237261335693e+12 1.991323280196589884e+00 -1.199932979376701521e-02
2.048169396395024902e+12 1.991274345095409570e+00 -1.191521578405848464e-02
2.049748555528714355e+12 1.991253796323692038e+00 -1.182175212599917945e-02
2.051327714662403564e+12 1.991261793721651019e+00 -1.172714934432330346e-02
2.052906873796092773e+12 1.991296150793504749e+00 -1.163860561772787384e-02
2.054486032929782227e+12 1.991353113409405795e+00 -1.156175671230501474e-02
2.056065192063471436e+12 1.991428154326707833e+00 -1.150055690987383805e-02
2.057644351197160889e+12 1.991516596179042864e+00 -1.145747855967678246e-02
2.059223510330850098e+12 1.991613984081818556e+00 -1.143387071709911322e-02
2.060802669464539307e+12 1.991716217373779907e+00 -1.143033722403228626e-02
2.062381828598228760e+12 1.991819494845657568e+00 -1.144704100075037527e-02
2.063960987731917969e+12 1.991920138988530375e+00 -1.148388162408833270e-02
2.065540146865607178e+12 1.992014364073415367e+00 -1.154051658501067425e-02
2.067119305999296631e+12 1.992098057267477351e+00 -1.161620945470709897e-02
2.068698465132985840e+12 1.992166657022669929e+00 -1.170950563747103108e-02
2.070277624266675293e+12 1.992215230122028835e+00 -1.181777423416738651e-02
2.071856783400364502e+12 1.992238845158135652e+00 -1.193671909199706463e-02
2.073435942534053711e+12 1.992233286974801620e+00 -1.206003688047084348e-02
2.075015101667743164e+12 1.992196042100497166e+00 -1.217944078025661424e-02
2.076594260801432373e+12 1.992127340540861047e+00 -1.228522456197585731e-02
2.078173419935121582e+12 1.992030934092866135e+00 -1.236739895963601642e-02
2.079752579068811035e+12 1.991914290283656630e+00 -1.241723361596229133e-02
2.081331738202500244e+12 1.991788002981747852e+00 -1.242885935083912208e-02
2.082910897336189697e+12 1.991664437587556513e+00 -1.240049676470134261e-02
2.084490056469878906e+12 1.991555880337168016e+00 -1.233492645775854935e-02
2.086069215603568115e+12 1.991472658225291736e+00 -1.223901741079961095e-02
2.087648374737257568e+12 1.991421738969315181e+00 -1.212243211244748604e-02
2.089227533870946777e+12 1.991406160847273732e+00 -1.199590551229975065e-02
2.090806693004636230e+12 1.991425339072655065e+00 -1.186961178963498800e-02
2.092385852138325439e+12 1.991475997472630377e+00 -1.175203161454827991e-02
2.093965011272014648e+12 1.991553324822283866e+00 -1.164948394338259641e-02
2.095544170405704102e+12 1.991651995015829568e+00 -1.156623612765266505e-02
2.097123329539393311e+12 1.991766846216217246e+00 -1.150496710916975619e-02
2.098702488673082520e+12 1.991893175571299412e+00 -1.146734717918442871e-02
2.100281647806771973e+12 1.992026705929961228e+00 -1.145455848425036387e-02
2.101860806940461182e+12 1.992163316016277275e+00 -1.146764878748639249e-02
2.103439966074150635e+12 1.992298628094447688e+00 -1.150765345828998545e-02
2.105019125207839844e+12 1.992427552422597836e+00 -1.157543805009455216e-02
2.106598284341529053e+12 1.992543915709909852e+00 -1.167122971668619648e-02
2.108177443475218506e+12 1.992640346172011245e+00 -1.179385390610875918e-02
2.109756602608907715e+12 1.992708612663066647e+00 -1.193979780048265264e-02
2.111335761742597168e+12 1.992740558642610571e+00 -1.210236677120788557e-02
2.112914920876286377e+12 1.992729597162753219e+00 -1.227130610867723480e-02
2.114494080009975586e+12 1.992672488769902550e+00 -1.243322980498239375e-02
2.116073239143665039e+12 1.992570929117123413e+00 -1.257300571697796479e-02
2.117652398277354248e+12 1.992432417923802879e+00 -1.267596333902200681e-02
2.119231557411043457e+12 1.992269979809109692e+00 -1.273050216921152097e-02
2.120810716544732910e+12 1.992100561480651510e+00 -1.273044295526796002e-02
2.122389875678422119e+12 1.991942341626282476e+00 -1.267638166052693048e-02
2.123969034812111572e+12 1.991811648108295474e+00 -1.257552246732326039e-02
2.125548193945800781e+12 1.991720417011417110e+00 -1.243999545017173726e-02
2.127127353079489990e+12 1.991674935605791896e+00 -1.228425822687618553e-02
2.128706512213179443e+12 1.991676061984211099e+00 -1.212248420792383201e-02
2.130285671346868652e+12 1.991720538978632993e+00 -1.196669459907912132e-02
2.131864830480557861e+12 1.991802729476614964e+00 -1.182594810217674208e-02
2.133443989614247314e+12 1.991916166044928049e+00 -1.170645880211866434e-02
2.135023148747936523e+12 1.992054578275552768e+00 -1.161227666090587987e-02
2.136602307881625977e+12 1.992212332151618526e+00 -1.154615411729614620e-02
2.138181467015315186e+12 1.992384373442451340e+00 -1.151032998114388632e-02
2.139760626149004395e+12 1.992565812545151083e+00 -1.150707462598546220e-02
2.141339785282693848e+12 1.992751281027981269e+00 -1.153890246874286415e-02
2.142918944416383057e+12 1.992934192819377781e+00 -1.160837213785657386e-02
2.144498103550072510e+12 1.993106091787987477e+00 -1.171740446316184639e-02
2.146077262683761719e+12 1.993256353469927911e+00 -1.186611610752830344e-02
2.147656421817450928e+12 1.993372560615854994e+00 -1.205133647340472444e-02
2.149235580951140381e+12 1.993441781538806801e+00 -1.226520657449804014e-02
2.150814740084829590e+12 1.993452709836588399e+00 -1.249440310948150314e-02
2.152393899218518799e+12 1.993398299232093995e+00 -1.272046150094735019e-02
2.153973058352208252e+12 1.993278316305315379e+00 -1.292144177437039819e-02
2.155552217485897461e+12 1.993101132883217108e+00 -1.307492510084160876e-02
2.157131376619586914e+12 1.992884003319913777e+00 -1.316200153936334348e-02
2.158710535753276123e+12 1.992651177439067833e+00 -1.317137662321314802e-02
2.160289694886965332e+12 1.992429826080788891e+00 -1.310219894837622197e-02
2.161868854020654785e+12 1.992244838620719438e+00 -1.296430528709804214e-02
2.163448013154343994e+12 1.992114335594124652e+00 -1.277560719088962661e-02
2.165027172288033203e+12 1.992047465897914815e+00 -1.255770831887382567e-02
2.166606331421722656e+12 1.992044870638711496e+00 -1.233153120232705069e-02
2.168185490555411865e+12 1.992101000612620076e+00 -1.211435835759552999e-02
2.169764649689101318e+12 1.992206994027531763e+00 -1.191873863719817780e-02
2.171343808822790527e+12 1.992353076578875060e+00 -1.175288764440398856e-02
2.172922967956479736e+12 1.992530012256100047e+00 -1.162187372737599755e-02
2.174502127090169189e+12 1.992729606145263288e+00 -1.152895587075042708e-02
2.176081286223858398e+12 1.992944486237877566e+00 -1.147667530162125443e-02
2.177660445357547852e+12 1.993167426424245603e+00 -1.146750098428676347e-02
2.179239604491237061e+12 1.993390445328618643e+00 -1.150392559740453548e-02
2.180818763624926270e+12 1.993603924625918511e+00 -1.158794239945160585e-02
2.182397922758615723e+12 1.993796062818608439e+00 -1.171989575815000732e-02
2.183977081892304932e+12 1.993953048332252065e+00 -1.189687305593278149e-02
2.185556241025994141e+12 1.994060256645101337e+00 -1.211107900501163029e-02
2.187135400159683594e+12 1.994104464751482730e+00 -1.234883214001529159e-02
2.188714559293372803e+12 1.994076666933614517e+00 -1.259074908464051859e-02
2.190293718427062256e+12 1.993974825275646401e+00 -1.281337047989724622e-02
2.191872877560751465e+12 1.993805846090308975e+00 -1.299215934006270334e-02
2.193452036694440674e+12 1.993586077662942824e+00 -1.310551152220695501e-02
2.195031195828130127e+12 1.993339717038377534e+00 -1.313898304170214686e-02
2.196610354961819336e+12 1.993095022708888608e+00 -1.308844448651997304e-02
2.198189514095508789e+12 1.992879209342570013e+00 -1.296085998235534976e-02
2.199768673229197754e+12 1.992713722906578111e+00 -1.277224592017046391e-02
2.201347832362887207e+12 1.992611495560395962e+00 -1.254365435207798092e-02
2.202926991496576660e+12 1.992576764304230696e+00 -1.229680691818150519e-02
2.204506150630266113e+12 1.992606884429489966e+00 -1.205081543770763174e-02
2.206085309763955078e+12 1.992694989326136978e+00 -1.182061630209363910e-02
2.207664468897644531e+12 1.992832448475152729e+00 -1.161694989241182467e-02
2.209243628031333984e+12 1.993010532378577393e+00 -1.144730050215695370e-02
2.210822787165022949e+12 1.993221146185350179e+00 -1.131718102703255409e-02
2.212401946298712402e+12 1.993456759028986225e+00 -1.123131339536636956e-02
2.213981105432401855e+12 1.993709737159094386e+00 -1.119443046184344717e-02
2.215560264566090820e+12 1.993971290294732190e+00 -1.121151215869658699e-02
2.217139423699780273e+12 1.994230279397657624e+00 -1.128728059940081914e-02
2.218718582833469727e+12 1.994472275307045184e+00 -1.142481866350949365e-02
2.220297741967158691e+12 1.994679442185623541e+00 -1.162339203243027176e-02
2.221876901100848145e+12 1.994831820486093088e+00 -1.187599388432964038e-02
2.223456060234537598e+12 1.994910173912563645e+00 -1.216755069162136528e-02
2.225035219368227051e+12 1.994899889946518456e+00 -1.247471595901746694e-02
2.226614378501916016e+12 1.994794978721245338e+00 -1.276770634735313083e-02
2.228193537635605469e+12 1.994601161187920857e+00 -1.301414497658391449e-02
2.229772696769294922e+12 1.994337018104847647e+00 -1.318451009514359611e-02
2.231351855902983887e+12 1.994032178533013955e+00 -1.325813876081355022e-02
2.232931015036673340e+12 1.993722228663001195e+00 -1.322784336549116986e-02
2.234510174170362793e+12 1.993441627572604569e+00 -1.310107909591961758e-02
2.236089333304051758e+12 1.993217266146148026e+00 -1.289701951257370138e-02
2.237668492437741211e+12 1.993065009403859555e+00 -1.264097910988626512e-02
2.239247651571430664e+12 1.992989822276245881e+00 -1.235865381195543761e-02
2.240826810705119629e+12 1.992988407798506501e+00 -1.207207609220741114e-02
2.242405969838809082e+12 1.993052707898847586e+00 -1.179788231850270076e-02
2.243985128972498535e+12 1.993172979754076035e+00 -1.154747729509869418e-02
2.245564288106187500e+12 1.993339836807602738e+00 -1.132829168990003542e-02
2.247143447239876953e+12 1.993545188124691947e+00 -1.114540146133629998e-02
2.248722606373566406e+12 1.993782280342573543e+00 -1.100303649632055139e-02
2.250301765507255859e+12 1.994045089525194658e+00 -1.090573979253307846e-02
2.251880924640944824e+12 1.994327245682479433e+00 -1.085905010135628651e-02
2.253460083774634277e+12 1.994620625773313005e+00 -1.086956384081915437e-02
2.255039242908323730e+12 1.994913825231787285e+00 -1.094415473593324251e-02
2.256618402042012695e+12 1.995190956512368441e+00 -1.108814400488365888e-02
2.258197561175702148e+12 1.995431498854806751e+00 -1.130251754042780818e-02
2.259776720309391602e+12 1.995611877314414695e+00 -1.158088799092944939e-02
2.261355879443080566e+12 1.995708826889023291e+00 -1.190734545539042823e-02
2.262935038576770020e+12 1.995703822962703322e+00 -1.225609852735421237e-02
2.264514197710459473e+12 1.995587665115054143e+00 -1.259317907051382517e-02
2.266093356844148438e+12 1.995364492163264947e+00 -1.288029495702629895e-02
2.267672515977837891e+12 1.995054164179811185e+00 -1.308099291487480401e-02
2.269251675111527344e+12 1.994691205021229985e+00 -1.316847088092986881e-02
2.270830834245216797e+12 1.994318950515399314e+00 -1.313249126593875847e-02
2.272409993378905762e+12 1.993980099028203945e+00 -1.298185734538383380e-02
2.273989152512595215e+12 1.993707607679419347e+00 -1.274081506660375458e-02
2.275568311646284668e+12 1.993519832026315441e+00 -1.244134280834065416e-02
2.277147470779973633e+12 1.993420937318230557e+00 -1.211522103892543820e-02
2.278726629913663086e+12 1.993404797871182410e+00 -1.178876997405187491e-02
2.280305789047352539e+12 1.993459809007124495e+00 -1.148093143011356607e-02
2.281884948181041504e+12 1.993572821378374771e+00 -1.120384124276906611e-02
2.283464107314730957e+12 1.993731533500493258e+00 -1.096462847503718550e-02
2.285043266448420410e+12 1.993925443467907010e+00 -1.076744365540386467e-02
2.286622425582109375e+12 1.994145761005467810e+00 -1.061515828001841945e-02
2.288201584715798828e+12 1.994384677080423884e+00 -1.051051067437734632e-02
2.289780743849488281e+12 1.994634281525379693e+00 -1.045662170771057865e-02
2.291359902983177734e+12 1.994885359552715176e+00 -1.045681510396657618e-02
2.292939062116866699e+12 1.995126359643135450e+00 -1.051366653603023026e-02
2.294518221250556152e+12 1.995342975590689516e+00 -1.062732249074386029e-02
2.296097380384245605e+12 1.995518839019980506e+00 -1.079346329049850686e-02
2.297676539517934570e+12 1.995637524928261630e+00 -1.100167785670235106e-02
2.299255698651624023e+12 1.995685460623340290e+00 -1.123506333923095755e-02
2.300834857785313477e+12 1.995654878943656119e+00 -1.147138251202410412e-02
2.302414016919002441e+12 1.995546045120664358e+00 -1.168553360168401306e-02
2.303993176052691895e+12 1.995368322421815277e+00 -1.185288211049573097e-02
2.305572335186381348e+12 1.995139767930337316e+00 -1.195300465791235278e-02
2.307151494320070312e+12 1.994884982199652601e+00 -1.197318306342733986e-02
2.308730653453759766e+12 1.994631322921748273e+00 -1.191065197372226554e-02
2.310309812587449219e+12 1.994404352720868134e+00 -1.177268932209794144e-02
2.311888971721138672e+12 1.994223934790088082e+00 -1.157440817699972174e-02
2.313468130854827637e+12 1.994102161095690606e+00 -1.133510553113736830e-02
2.315047289988517090e+12 1.994043423478101928e+00 -1.107452205579623379e-02
2.316626449122206543e+12 1.994046061946506798e+00 -1.081011178214702842e-02
2.318205608255895508e+12 1.994104639908611309e+00 -1.055574973006431945e-02
2.319784767389584961e+12 1.994212024207925316e+00 -1.032169801398207312e-02
2.321363926523274414e+12 1.994360819954008601e+00 -1.011535445965473269e-02
2.322943085656963379e+12 1.994544057262501280e+00 -9.942301370712796141e-03
2.324522244790652832e+12 1.994755222082859270e+00 -9.807305577318918902e-03
2.326101403924342285e+12 1.994987777647299954e+00 -9.715050196005098684e-03
2.327680563058031250e+12 1.995234322276556727e+00 -9.670431414847344143e-03
2.329259722191720703e+12 1.995485573528211320e+00 -9.678242682768243080e-03
2.330838881325410156e+12 1.995729520557285364e+00 -9.742093101444011458e-03
2.332418040459099121e+12 1.995951283273238452e+00 -9.862624549243520847e-03
2.333997199592788574e+12 1.996134194743897083e+00 -1.003555445964606808e-02
2.335576358726478027e+12 1.996262116099384309e+00 -1.025046097433794656e-02
2.337155517860167480e+12 1.996322246916401477e+00 -1.049101165764127278e-02
2.338734676993856445e+12 1.996307450088089297e+00 -1.073655338977311940e-02
2.340313836127545898e+12 1.996217603993482470e+00 -1.096442442338865959e-02
2.341892995261235352e+12 1.996060048439658008e+00 -1.115248207229653510e-02
2.343472154394924316e+12 1.995849229358961807e+00 -1.128170345871738929e-02
2.345051313528613770e+12 1.995605390250419386e+00 -1.133872915687623301e-02
2.346630472662303223e+12 1.995352139329432894e+00 -1.131788387644890558e-02
2.348209631795992188e+12 1.995113138046686663e+00 -1.122197115263525932e-02
2.349788790929681641e+12 1.994908712010026397e+00 -1.106138146970429489e-02
2.351367950063371094e+12 1.994753386268113271e+00 -1.085171248544789489e-02
2.352947109197060059e+12 1.994654981628280588e+00 -1.061071704072100511e-02
2.354526268330749512e+12 1.994615237415689357e+00 -1.035555365348738051e-02
2.356105427464438965e+12 1.994631395528020823e+00 -1.010099461596247056e-02
2.357684586598128418e+12 1.994698032758314143e+00 -9.858744882797790612e-03
2.359263745731817383e+12 1.994808598801405486e+00 -9.637643105374439634e-03
2.360842904865506836e+12 1.994956396685844568e+00 -9.444369239278034220e-03
2.362422063999196289e+12 1.995134962027283132e+00 -9.284312605039920369e-03
2.364001223132885254e+12 1.995337905652868615e+00 -9.162339376255601575e-03
2.365580382266574707e+12 1.995558324865455813e+00 -9.083249312978859680e-03
2.367159541400264160e+12 1.995787948917838950e+00 -9.051712563650424898e-03
2.368738700533953125e+12 1.996016333762642869e+00 -9.071505215613657677e-03
2.370317859667642578e+12 1.996230615874819092e+00 -9.144066535790121644e-03
2.371897018801332031e+12 1.996416327472737340e+00 -9.266844939233506717e-03
2.373476177935020996e+12 1.996559291748807530e+00 -9.432285579683709342e-03
2.375055337068710449e+12 1.996647881637620747e+00 -9.628097958411982113e-03
2.376634496202399902e+12 1.996674696977557728e+00 -9.838635700750979901e-03
2.378213655336089355e+12 1.996637276448801401e+00 -1.004663628548891664e-02
2.379792814469778320e+12 1.996538138071255464e+00 -1.023474198416828192e-02
2.381371973603467773e+12 1.996384583460780737e+00 -1.038675900045770394e-02
2.382951132737157227e+12 1.996188390874767515e+00 -1.048890725368314611e-02
2.384530291870846191e+12 1.995965183592006031e+00 -1.053120822522999635e-02
2.386109451004535645e+12 1.995733175001523252e+00 -1.050883320215256420e-02
2.387688610138225098e+12 1.995511216117084929e+00 -1.042295543220178589e-02
2.389267769271914062e+12 1.995316470446374835e+00 -1.028063989957734257e-02
